National Database Number,Common Name,Genus,Species,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,Gear Collection Flag,Other Findings upon Level Y/N,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Sunk Flag,Carcass Frozen for Later Exam,Carcass Landfill Flag,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy
SE-2019-1208943,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bradenton,Manatee,FL,Gulf of Mexico,,27.519243,actual,-82.637962,actual,,CBD,N,N,C,,too decomposed to determine positive or negative fisheries interaction,N,CBD,2/1/2019,2019,FEB,1,Beach or Land,Moderate Decomposition,2/1/2019,2019,FEB,1,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,SUBADULT,184,cm,actual,88.5,kg,actual,N,,,,,,,Y,Y,limited,fresh,2/2/2019
SE-2019-1208943,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bradenton,Manatee,FL,Gulf of Mexico,,27.519243,actual,-82.637962,actual,,CBD,N,N,C,,too decomposed to determine positive or negative fisheries interaction,N,CBD,2/1/2019,2019,FEB,1,Beach or Land,Moderate Decomposition,2/1/2019,2019,FEB,1,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,SUBADULT,184,cm,actual,88.5,kg,actual,N,,,,,,,Y,Y,limited,fresh,2/2/2019
SE-2019-1210738,"Dolphin, bottlenose",Tursiops,truncatus,SE,Hopedale,St. Bernard,LA,Gulf of Mexico,Bayou La Loutre at MRGO,29.856533,estimate,-89.59871667,estimate,,CBD,C,C,C,,,N,CBD,5/3/2019,2019,MAY,3,Floating,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,notMeasured,,,,Y,Y,,,,,,,N,,,
SE-2019-1210987,"Dolphin, bottlenose",Tursiops,truncatus,SE,Boca Grande,Charlotte,FL,Gulf of Mexico,beached approximately 280 m SW of 16460 Gulf Shores Drive,26.800133,estimate,-82.280803,estimate,N,CBD,C,N,C,N,,N,CBD,4/12/2019,2019,APR,12,Beach or Land,Fresh Dead,4/13/2019,2019,APR,13,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,UNKNOWN,217,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,complete,fresh,4/16/2019
SE-2019-1210987,"Dolphin, bottlenose",Tursiops,truncatus,SE,Boca Grande,Charlotte,FL,Gulf of Mexico,beached approximately 280 m SW of 16460 Gulf Shores Drive,26.800133,estimate,-82.280803,estimate,N,CBD,C,N,C,N,,N,CBD,4/12/2019,2019,APR,12,Beach or Land,Fresh Dead,4/13/2019,2019,APR,13,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,UNKNOWN,217,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,complete,fresh,4/16/2019
SE-2018-1208474,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Myers,Lee,FL,Gulf of Mexico,Floating approximately 55 m WNW of 5911 W Riverside Dr.,26.591073,estimate,-81.897407,estimate,,CBD,C,N,C,N,,N,CBD,12/21/2018,2018,DEC,21,Floating,Moderate Decomposition,12/21/2018,2018,DEC,21,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,213,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,12/21/2018
SE-2018-1208474,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Myers,Lee,FL,Gulf of Mexico,Floating approximately 55 m WNW of 5911 W Riverside Dr.,26.591073,estimate,-81.897407,estimate,,CBD,C,N,C,N,,N,CBD,12/21/2018,2018,DEC,21,Floating,Moderate Decomposition,12/21/2018,2018,DEC,21,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,213,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,12/21/2018
SE-2018-1208518,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bonita Springs,Lee,FL,Gulf of Mexico,52m SW of main/center building at 26398 Hickory Blvd,26.353386,actual,-81.856652,actual,,CBD,C,C,C,,,N,CBD,11/27/2018,2018,NOV,27,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,245,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2018-1208518,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bonita Springs,Lee,FL,Gulf of Mexico,52m SW of main/center building at 26398 Hickory Blvd,26.353386,actual,-81.856652,actual,,CBD,C,C,C,,,N,CBD,11/27/2018,2018,NOV,27,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,245,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2018-1208526,"Dolphin, bottlenose",Tursiops,truncatus,SE,Marco Island,Collier,FL,Gulf of Mexico,Beached approximately 140 m SW of 12055 Keewaydin Island.,26.002468,actual,-81.759992,actual,,CBD,C,C,C,N,,N,CBD,12/5/2018,2018,DEC,5,Beach or Land,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,245,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2018-1208526,"Dolphin, bottlenose",Tursiops,truncatus,SE,Marco Island,Collier,FL,Gulf of Mexico,Beached approximately 140 m SW of 12055 Keewaydin Island.,26.002468,actual,-81.759992,actual,,CBD,C,C,C,N,,N,CBD,12/5/2018,2018,DEC,5,Beach or Land,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,245,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2018-1204899,"Dolphin, bottlenose",Tursiops,truncatus,SE,Siesta Key,Sarasota,FL,Gulf of Mexico,9231 Blind Pass Rd,27.21397,actual,-82.515101,actual,,CBD,N,N,C,N,too decomposed to determine fisheries interactions,N,CBD,8/9/2018,2018,AUG,9,Beach or Land,Moderate Decomposition,8/9/2018,2018,AUG,9,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,242,cm,actual,127.5,kg,actual,Y,,,,,,,Y,Y,limited,fresh,8/9/2018
SE-2018-1204899,"Dolphin, bottlenose",Tursiops,truncatus,SE,Siesta Key,Sarasota,FL,Gulf of Mexico,9231 Blind Pass Rd,27.21397,actual,-82.515101,actual,,CBD,N,N,C,N,too decomposed to determine fisheries interactions,N,CBD,8/9/2018,2018,AUG,9,Beach or Land,Moderate Decomposition,8/9/2018,2018,AUG,9,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,SUBADULT,242,cm,actual,127.5,kg,actual,Y,,,,,,,Y,Y,limited,fresh,8/9/2018
SE-2019-1209669,"Dolphin, bottlenose",Tursiops,truncatus,SE,Panama City,Bay,FL,Gulf of Mexico,near W. Beach Drive and Buena Vista Blvd.,30.10191,actual,-85.678744,actual,,CBD,N,N,C,,,N,CBD,3/2/2019,2019,MAR,2,Beach or Land,Fresh Dead,3/2/2019,2019,MAR,2,Fresh Dead,,,,,,,,,,,,,,,,FEMALE,ADULT,235.3,cm,actual,0,kg,notMeasured,Y,,,,,,,Y,Y,complete,fresh,3/2/2019
SE-2019-1233768,"Dolphin, bottlenose",Tursiops,truncatus,SE,,Hillsborough,FL,Gulf of Mexico,Near Skyway Shipping Channel,27.70556,actual,-82.53946,actual,,Y,C,C,Y,,,Y,CBD,6/3/2019,2019,JUN,3,Swimming,Alive,4/9/2021,2021,APR,9,Alive,,,,P,,,,,,,,,,,Y,UNKNOWN,,0,cm,notMeasured,,,,Y,,,,,,,,N,,,
SE-2018-1208515,"Dolphin, bottlenose",Tursiops,truncatus,SE,Naples,Collier,FL,Gulf of Mexico,6.6Km NW of 601 La Peninsula Blvd,26.027179,estimate,-81.770361,estimate,,CBD,C,C,C,N,,N,CBD,11/27/2018,2018,NOV,27,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,200,cm,estimate,,,,Y,,Y,,,,,,N,,,
SE-2018-1208515,"Dolphin, bottlenose",Tursiops,truncatus,SE,Naples,Collier,FL,Gulf of Mexico,6.6Km NW of 601 La Peninsula Blvd,26.027179,estimate,-81.770361,estimate,,CBD,C,C,C,N,,N,CBD,11/27/2018,2018,NOV,27,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,200,cm,estimate,,,,Y,,Y,,,,,,N,,,
SE-2019-1209372,"Dolphin, bottlenose",Tursiops,truncatus,SE,Upper Captiva,Lee,FL,Gulf of Mexico,Beached approximately 50 m SW of 4620 Hodgepodge Lane,26.601751,estimate,-82.223923,estimate,N,CBD,C,N,C,,,N,CBD,2/19/2019,2019,FEB,19,Beach or Land,Moderate Decomposition,2/19/2019,2019,FEB,19,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,205,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,complete,fresh,2/20/2019
SE-2019-1209372,"Dolphin, bottlenose",Tursiops,truncatus,SE,Upper Captiva,Lee,FL,Gulf of Mexico,Beached approximately 50 m SW of 4620 Hodgepodge Lane,26.601751,estimate,-82.223923,estimate,N,CBD,C,N,C,,,N,CBD,2/19/2019,2019,FEB,19,Beach or Land,Moderate Decomposition,2/19/2019,2019,FEB,19,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,,205,cm,actual,,,,Y,N,N,N,N,N,N,Y,Y,complete,fresh,2/20/2019
SE-2019-1210858,"Dolphin, bottlenose",Tursiops,truncatus,SE,Pass Christian,Harrison,MS,Gulf of Mexico,~215 yards east of Inn by the Sea,30.303292,actual,-89.286706,actual,,CBD,C,C,C,N,,N,Y,4/29/2019,2019,APR,29,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,MALE,YEARLING,150,cm,estimate,55,kg,estimate,Y,,,,,,,,N,,,
SE-2018-1227668,"Dolphin, bottlenose",Tursiops,truncatus,SE,Englewood,Charlotte,FL,Gulf of Mexico,approximately 50m SE of 155 Sabal Lane,26.916,estimate,-82.3519,estimate,N,Y,C,C,Y,N,Intervention to removed enangled fishing gear on the flukes,Y,CBD,4/6/2018,2018,APR,6,Swimming,Alive,3/11/2019,2019,MAR,11,Alive,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,MALE,,163,cm,actual,,,,Y,N,N,N,N,N,N,N,N,,,
SE-2018-1204604,"Dolphin, bottlenose",Tursiops,truncatus,SE,Placida,Charlotte,FL,Gulf of Mexico,,26.869161,estimate,-82.320639,estimate,,CBD,C,C,C,N,,N,CBD,8/15/2018,2018,AUG,15,Beach or Land,Moderate Decomposition,8/15/2018,2018,AUG,15,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,186,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/16/2018
SE-2018-1204604,"Dolphin, bottlenose",Tursiops,truncatus,SE,Placida,Charlotte,FL,Gulf of Mexico,,26.869161,estimate,-82.320639,estimate,,CBD,C,C,C,N,,N,CBD,8/15/2018,2018,AUG,15,Beach or Land,Moderate Decomposition,8/15/2018,2018,AUG,15,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,186,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/16/2018
SE-2019-1209379,"Dolphin, bottlenose",Tursiops,truncatus,SE,Theodore,Mobile,AL,Gulf of Mexico,9945 Naman Loop Rd,30.484358,estimate,-88.100741,estimate,N,CBD,C,C,C,,,N,CBD,3/12/2019,2019,MAR,12,Beach or Land,Moderate Decomposition,3/12/2019,2019,MAR,12,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,236,cm,actual,294,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,3/13/2019
SE-2019-1212533,"Dolphin, bottlenose",Tursiops,truncatus,SE,Port Fourchon,Lafourche,LA,Gulf of Mexico,Fourchon Beach,29.1599,actual,-90.0995,actual,,CBD,C,C,C,,,N,CBD,6/25/2019,2019,JUN,25,Beach or Land,Advanced Decomposition,6/25/2019,2019,JUN,25,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,157,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1213377,"Dolphin, bottlenose",Tursiops,truncatus,SE,SLIDELL,St. Bernard,LA,Gulf of Mexico,"CHANDELEUR SOUND, SE OF BRUSH ISLAND",30.00735,actual,-89.14424,actual,,CBD,C,C,C,,,N,CBD,6/26/2019,2019,JUN,26,Floating,Fresh Dead,,,,,,,,,,,,,,,,,,,,,UNKNOWN,SUBADULT,,,notMeasured,,,,Y,Y,,,,,,,N,,,
SE-2019-1210542,"Dolphin, bottlenose",Tursiops,truncatus,SE,Delacroix,St Bernard,LA,Gulf of Mexico,Bayou Terre aux Boeufs,29.667966,actual,-89.5868833,actual,,CBD,C,C,C,,,N,CBD,5/5/2019,2019,MAY,5,Floating,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,SUBADULT,183,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1208846,"Dolphin, bottlenose",Tursiops,truncatus,SE,Biloxi,Harrison,MS,Gulf of Mexico,~125yds SW from St. Francis St.,30.39369,actual,-88.91837,actual,,N,N,N,N,N,,N,N,2/16/2019,2019,FEB,16,Beach or Land,Moderate Decomposition,2/16/2019,2019,FEB,16,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,102.5,cm,actual,12.8,kg,actual,Y,,,,,,,Y,Y,complete,frozen,2/27/2019
SE-2019-1212916,"Dolphin, bottlenose",Tursiops,truncatus,SE,Horn Island,Jackson,MS,Gulf of Mexico,northwest side of Horn Island in the inlet,30.242605,estimate,-88.773239,estimate,,CBD,C,C,C,,,N,CBD,6/1/2019,2019,JUN,1,Beach or Land,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,200,cm,estimate,151,kg,estimate,Y,Y,,,,,,,N,,,
SE-2018-1204601,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Myers Beach,Lee,FL,Gulf of Mexico,Near Flamingo St. Beach access on Fort Myers Beach.,26.422778,estimate,-81.90847,estimate,,N,N,N,N,N,,N,Y,8/12/2018,2018,AUG,12,Beach or Land,Moderate Decomposition,8/12/2018,2018,AUG,12,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,201,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/13/2018
SE-2018-1204601,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Myers Beach,Lee,FL,Gulf of Mexico,Near Flamingo St. Beach access on Fort Myers Beach.,26.422778,estimate,-81.90847,estimate,,N,N,N,N,N,,N,Y,8/12/2018,2018,AUG,12,Beach or Land,Moderate Decomposition,8/12/2018,2018,AUG,12,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,201,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/13/2018
SE-2019-1208469,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,~100 yds SE from Highway 90 & Cowan Rd. intersection,30.38162,actual,-89.02577,actual,,CBD,C,C,C,N,,N,CBD,2/7/2019,2019,FEB,7,Beach or Land,Moderate Decomposition,2/7/2019,2019,FEB,7,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,91.7,cm,actual,10,kg,actual,Y,,,,,,,Y,Y,limited,fresh,2/7/2019
SE-2019-1210652,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bay Saint Louis,Hancock,MS,Gulf of Mexico,~100m South of Bay St. Louis Bridge,30.318083,estimate,-89.319077,estimate,,CBD,C,C,C,N,,N,Y,4/5/2019,2019,APR,5,Floating,Fresh Dead,4/6/2019,2019,APR,6,Fresh Dead,,,,,,,,,,,,,,,,MALE,ADULT,271,cm,actual,260,kg,estimate,Y,,,,,,,Y,Y,complete,fresh,4/9/2019
SE-2019-1209381,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dauphin Island,Mobile,AL,Gulf of Mexico,300 Polaris St,30.253153,estimate,-88.141528,estimate,N,CBD,C,C,C,,,N,CBD,3/26/2019,2019,MAR,26,Floating,Moderate Decomposition,3/26/2019,2019,MAR,26,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,PUP/CALF,117,cm,actual,19.1,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,3/27/2019
SE-2019-1208468,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,~80 yds SE from Highway 90 & Gulf Ave. intersection,30.37343,actual,-89.06442,actual,,N,N,N,N,N,,N,Y,2/2/2019,2019,FEB,2,Beach or Land,Fresh Dead,2/2/2019,2019,FEB,2,Fresh Dead,,,,,,,,,,,,,,,,MALE,SUBADULT,190,cm,actual,79.8,kg,actual,Y,,,,,,,Y,Y,complete,fresh,2/4/2019
SE-2019-1208841,"Dolphin, bottlenose",Tursiops,truncatus,SE,Panama City,Bay,FL,Gulf of Mexico,"Originally sighted from 4119 Cobalt Circle, floating near the pier",30.157485,estimate,-85.72195,estimate,,CBD,C,C,C,,,N,CBD,2/25/2019,2019,FEB,25,Floating,Moderate Decomposition,2/27/2019,2019,FEB,27,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,236.1,cm,actual,0,kg,notMeasured,Y,,,,,,,Y,N,,,
SE-2019-1210656,"Dolphin, bottlenose",Tursiops,truncatus,SE,Pass Christian,Harrison,MS,Gulf of Mexico,Across from Inn By The Sea,30.30342,actual,-89.2896,actual,N,CBD,C,C,C,N,,N,Y,4/11/2019,2019,APR,11,Beach or Land,Fresh Dead,4/11/2019,2019,APR,11,Fresh Dead,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,SUBADULT,195.8,cm,actual,82,kg,estimate,Y,N,N,N,N,N,N,Y,Y,complete,fresh,4/12/2019
SE-2019-1207818,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,"grounded on a man-made sea wall. 75 m west of 225 Edgewater Dr., Dunedin, FL 34698. Location estimated by dropping fin while at necropsy facility.",28.001808,,-82.793392,,,CBD,N,N,C,,,N,CBD,1/25/2019,2019,JAN,25,Beach or Land,Advanced Decomposition,1/26/2019,2019,JAN,26,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,,186,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,1/27/2019
SE-2019-1207818,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,"grounded on a man-made sea wall. 75 m west of 225 Edgewater Dr., Dunedin, FL 34698. Location estimated by dropping fin while at necropsy facility.",28.001808,,-82.793392,,,CBD,N,N,C,,,N,CBD,1/25/2019,2019,JAN,25,Beach or Land,Advanced Decomposition,1/26/2019,2019,JAN,26,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,,186,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,1/27/2019
SE-2018-1204105,"Dolphin, bottlenose",Tursiops,truncatus,SE,Englewood,Charlotte,FL,Gulf of Mexico,,26.905169,actual,-82.327953,actual,,CBD,N,N,N,N,,N,CBD,7/19/2018,2018,JUL,19,Beach or Land,Moderate Decomposition,7/19/2018,2018,JUL,19,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,256,cm,actual,223.5,kg,actual,Y,,,,,,,Y,Y,limited,fresh,7/20/2018
SE-2018-1204105,"Dolphin, bottlenose",Tursiops,truncatus,SE,Englewood,Charlotte,FL,Gulf of Mexico,,26.905169,actual,-82.327953,actual,,CBD,N,N,N,N,,N,CBD,7/19/2018,2018,JUL,19,Beach or Land,Moderate Decomposition,7/19/2018,2018,JUL,19,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,256,cm,actual,223.5,kg,actual,Y,,,,,,,Y,Y,limited,fresh,7/20/2018
SE-2019-1211170,"Dolphin, bottlenose",Tursiops,truncatus,SE,Delacroix,St. Bernard,LA,Gulf of Mexico,Lake Calebasse near Bayou aux Boeufs,29.6603166,estimate,-89.564866,estimate,,CBD,C,C,C,,,N,CBD,5/26/2019,2019,MAY,26,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,ADULT,213,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1211493,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Myers Beach,Lee,FL,Gulf of Mexico,Approximately 30 m NE of 8403 Estero Blvd,26.405209,estimate,-81.88326,estimate,,Y,C,N,C,Y,hose and shower head found in esophagus and forestomach,Y,CBD,5/7/2019,2019,MAY,7,Beach or Land,Fresh Dead,5/8/2019,2019,MAY,8,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,219,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,5/9/2019
SE-2019-1211493,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Myers Beach,Lee,FL,Gulf of Mexico,Approximately 30 m NE of 8403 Estero Blvd,26.405209,estimate,-81.88326,estimate,,Y,C,N,C,Y,hose and shower head found in esophagus and forestomach,Y,CBD,5/7/2019,2019,MAY,7,Beach or Land,Fresh Dead,5/8/2019,2019,MAY,8,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,219,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,5/9/2019
SE-2019-1212005,"Dolphin, bottlenose",Tursiops,truncatus,SE,Grand Isle,Jefferson,LA,Gulf of Mexico,Elmer's Island,29.1844,actual,-90.0575,actual,,CBD,C,C,C,,,N,CBD,5/16/2019,2019,MAY,16,Beach or Land,Advanced Decomposition,5/16/2019,2019,MAY,16,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,,190,cm,actual,,,,Y,Y,,,,,,,N,,,
SE-2019-1212932,"Dolphin, bottlenose",Tursiops,truncatus,SE,Ocean Springs,Jackson,MS,Gulf of Mexico,~752ft from intersection of Front Beach Dr and Washington Ave,30.40338,actual,-88.82587,actual,,CBD,C,C,C,N,,N,Y,5/28/2019,2019,MAY,28,Beach or Land,Moderate Decomposition,5/28/2019,2019,MAY,28,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,226.6,cm,actual,154,kg,estimate,Y,,,,,,,Y,Y,limited,fresh,5/28/2019
SE-2019-1209797,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fort Walton Beach,Okaloosa,FL,Gulf of Mexico,North side of Okaloosa Island in the Choctawhatchee Bay.,30.3949872,actual,-86.5649288,actual,,Y,,,Y,,,Y,CBD,4/4/2019,2019,APR,4,Beach or Land,Moderate Decomposition,4/4/2019,2019,APR,4,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,243,cm,actual,0,,notMeasured,Y,,,,,,,Y,Y,complete,fresh,4/4/2019
SE-2019-1211943,"Dolphin, bottlenose",Tursiops,truncatus,SE,Coden,Mobile,AL,Gulf of Mexico,in surf along rocks next to sea wall of Dauphin Island Parkway,30.325556,actual,-88.134722,actual,,Y,N,N,N,Y,2018 September Dauphin Island Health Assessments,Y,Y,5/30/2019,2019,MAY,30,Beach or Land,Moderate Decomposition,5/30/2019,2019,MAY,30,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,248,cm,actual,106.6,kg,actual,Y,,,Y,,,,,Y,complete,fresh,5/30/2019
SE-2018-1204619,"Dolphin, bottlenose",Tursiops,truncatus,SE,Naples,Collier,FL,Gulf of Mexico,floating approximately 450 m SE of 194 Trinidad Street.,25.9788,estimate,-81.7213,estimate,N,CBD,C,C,C,N,Most of the dolphin was shark scavenged,N,CBD,8/26/2018,2018,AUG,26,Floating,Condition Unknown,8/27/2018,2018,AUG,27,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,,173,cm,estimate,,,,Y,Y,N,N,N,N,N,N,N,,,
SE-2018-1204619,"Dolphin, bottlenose",Tursiops,truncatus,SE,Naples,Collier,FL,Gulf of Mexico,floating approximately 450 m SE of 194 Trinidad Street.,25.9788,estimate,-81.7213,estimate,N,CBD,C,C,C,N,Most of the dolphin was shark scavenged,N,CBD,8/26/2018,2018,AUG,26,Floating,Condition Unknown,8/27/2018,2018,AUG,27,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,,173,cm,estimate,,,,Y,Y,N,N,N,N,N,N,N,,,
SE-2019-1212900,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,~168 mi SW of Netip of Cat Island on east side,30.22518,actual,-89.07366,actual,,CBD,C,C,C,N,,N,Y,5/29/2019,2019,MAY,29,Beach or Land,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,ADULT,200,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2019-1212898,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,floating ~1.2 miles SE of Gulfport Harbor,30.353556,actual,-89.071667,actual,N,CBD,C,C,N,N,,N,CBD,5/28/2019,2019,MAY,28,Floating,Moderate Decomposition,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,ADULT,200,cm,estimate,,,notMeasured,Y,N,N,N,N,N,N,N,N,,,
SE-2019-1208839,"Dolphin, bottlenose",Tursiops,truncatus,SE,Eastpoint,Franklin,FL,Gulf of Mexico,"GPS taken in field, but conversion showed incorrect location.",29.732764,estimate,-84.900005,estimate,,CBD,C,C,C,,,N,CBD,2/18/2019,2019,FEB,18,Beach or Land,Advanced Decomposition,2/19/2019,2019,FEB,19,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,232.6,cm,actual,0,kg,notMeasured,Y,Y,,,,,,,N,,,
SE-2019-1209675,"Dolphin, bottlenose",Tursiops,truncatus,SE,Port Saint Joe,Gulf,FL,Gulf of Mexico,Near the Eagle Harbor boat launch in St. Joseph Peninsula State Park,29.764862,estimate,-85.403064,estimate,N,CBD,C,C,C,,,N,CBD,3/24/2019,2019,MAR,24,Beach or Land,Fresh Dead,3/24/2019,2019,MAR,24,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,239.5,cm,actual,0,kg,notMeasured,Y,N,N,N,N,N,N,Y,Y,complete,fresh,3/24/2019
SE-2019-1210786,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,Against the seawall approximately 225 m NNW of the intersection of Causeway Boulevard and McFarland Boulevard.,28.06191,actual,-82.81571,actual,N,CBD,C,C,C,N,,N,CBD,4/8/2019,2019,APR,8,Floating,Moderate Decomposition,4/8/2019,2019,APR,8,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,,99,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,4/9/2019
